name,year,fuel,transmission,registration_location,color,assembly,body_type,price_pkr,mileage_km,engine_cc,battery_kwh,feature_count,brand,model,vehicle_age
Daihatsu Move 2015,2015,Petrol,Automatic,Lahore,Beige,Imported,Unknown,1895000.0,115000.0,660.0,,12,Daihatsu,Move,10
Honda Civic MX (Hybrid) 2008,2008,Hybrid,Automatic,Islamabad,White,Imported,Sedan,2550000.0,157000.0,1300.0,,14,Honda,Civic,17
Suzuki Wagon R VXL 2018,2018,Petrol,Manual,Lahore,White,Local,Hatchback,1989999.9999999998,105000.0,1000.0,,9,Suzuki,Wagon,7
Suzuki Cultus VXL 2021,2021,Petrol,Manual,Punjab,Silky Silver,Local,Hatchback,3825000.0,44000.0,1000.0,,12,Suzuki,Cultus,4
Honda Civic RS 2022,2022,Petrol,Automatic,Islamabad,Crystal Black Pearl,Local,Sedan,9500000.0,25000.0,1500.0,,14,Honda,Civic,3
Daihatsu Cuore CX Eco 2006,2006,Petrol,Manual,Lahore,Grey,Local,Hatchback,875000.0,250000.0,800.0,,2,Daihatsu,Cuore,19
Suzuki Alto VXR 2012,2012,Petrol,Manual,Karachi,Graphite Grey,Local,Hatchback,1300000.0,118000.0,1000.0,,5,Suzuki,Alto,13
Toyota Aqua S 2018,2018,Hybrid,Automatic,Punjab,White,Imported,Hatchback,5200000.0,175500.0,1500.0,,11,Toyota,Aqua,7
Toyota Aqua S 2015,2015,Hybrid,Automatic,Karachi,Silver metallic,Imported,Hatchback,3700000.0,111000.0,1500.0,,10,Toyota,Aqua,10
Hyundai Santro Club GV 2003,2003,Petrol,Manual,Punjab,Silver,Imported,Hatchback,1050000.0,117000.0,1100.0,,4,Hyundai,Santro,22
Toyota Yaris Sedan ATIV X CVT 1.5 2021,2021,Petrol,Automatic,Karachi,White,Local,Sedan,4550000.0,38912.0,1500.0,,13,Toyota,Yaris,4
Nissan Clipper 2014,2014,Petrol,Automatic,Karachi,White,Imported,Unknown,1700000.0,88200.0,660.0,,11,Nissan,Clipper,11
Suzuki Mehran VXR 2011,2011,Petrol,Manual,Sindh,Gray Metallic,Local,Hatchback,660000.0,60000.0,800.0,,4,Suzuki,Mehran,14
Toyota Corolla SE Saloon Automatic 2005,2005,Petrol,Automatic,Karachi,Black,Local,Sedan,1989999.9999999998,100000.0,1600.0,,14,Toyota,Corolla,20
Honda N Box Slash G 2022,2022,Petrol,Automatic,Un-Registered,Burgundy,Imported,Hatchback,3500000.0,19000.0,660.0,,10,Honda,N,3
Hyundai Sonata N Line 2.5 Turbo 2025,2025,Petrol,Automatic,Islamabad,Polar White,Local,Sedan,17200000.0,4300.0,2500.0,,14,Hyundai,Sonata,0
Toyota Pixis Space L 2015,2015,Petrol,Automatic,Islamabad,White,Imported,Mini Vehicles,2145000.0,116000.0,660.0,,14,Toyota,Pixis,10
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,Petrol,Automatic,Karachi,Crystal Black,Local,Sedan,5000000.0,48000.0,1800.0,,14,Honda,Civic,7
Suzuki Swift GL CVT 2022,2022,Petrol,Automatic,Punjab,White,Local,Hatchback,4200000.0,44000.0,1200.0,,12,Suzuki,Swift,3
Toyota Crown Royal Saloon G 2003,2003,Petrol,Automatic,Islamabad,Blue,Imported,Sedan,4450000.0,200000.0,3000.0,,14,Toyota,Crown,22
Toyota Rush S 2018,2018,Petrol,Automatic,Karachi,White,Imported,SUV,6500000.0,55000.0,1500.0,,13,Toyota,Rush,7
Suzuki Cultus VXR 2000,2000,Petrol,Manual,Lahore,Turquoise,Local,Hatchback,1175000.0,29000.0,1000.0,,5,Suzuki,Cultus,25
Toyota Corolla GLi 1.3 VVTi 2012,2012,Petrol,Manual,Lahore,Medium Silver,Local,Sedan,3000000.0,85000.0,1300.0,,9,Toyota,Corolla,13
Honda City 1.3 i-VTEC Prosmatec 2021,2021,Petrol,Automatic,Punjab,Lunar Silver Metallic,Local,Sedan,4100000.0,111400.0,1300.0,,11,Honda,City,4
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,2010,Petrol,Automatic,Lahore,Polished Metal Metallic,Local,Sedan,2500000.0,125966.0,1800.0,,16,Honda,Civic,15
Toyota Vitz F 1.0 2014,2014,Petrol,Automatic,Punjab,Silver,Imported,Hatchback,3350000.0,119000.0,1000.0,,16,Toyota,Vitz,11
Honda City 1.2L CVT 2022,2022,Petrol,Automatic,Punjab,Taffeta White,Local,Compact sedan,4800000.0,60000.0,1200.0,,10,Honda,City,3
Hyundai Santro Club 2007,2007,Petrol,Manual,Punjab,Silver,Local,Hatchback,1080000.0,100000.0,1000.0,,5,Hyundai,Santro,18
Honda Civic VTi 1.8 i-VTEC 2012,2012,Petrol,Manual,Faisalabad,Taffeta White,Local,Sedan,2500000.0,245000.0,1800.0,,10,Honda,Civic,13
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,2021,Petrol,Automatic,Punjab,Super White,Local,Sedan,6200000.0,60000.0,1800.0,,14,Toyota,Corolla,4
Honda Civic VTi Prosmatec 1.6 2005,2005,Petrol,Automatic,Lahore,L Sky Bl,Local,Sedan,2020000.0,150000.0,1600.0,,10,Honda,Civic,20
Suzuki Bolan 2021,2021,Petrol,Manual,Gujranwala,White,Local,Unknown,1900000.0,37000.0,800.0,,0,Suzuki,Bolan,4
Isuzu D-Max V-Cross Automatic 3.0 2019,2019,Diesel,Automatic,Punjab,Super White,Imported,Double Cabin,7500000.0,85000.0,3000.0,,13,Isuzu,D-Max,6
Toyota Corolla XE Limited 1996,1996,Petrol,Manual,Sindh,White,Local,Sedan,1350000.0,80000.0,1300.0,,6,Toyota,Corolla,29
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,Petrol,Automatic,Islamabad,Taffeta White,Local,Sedan,4900000.0,160000.0,1800.0,,18,Honda,Civic,8
Suzuki Mehran VXR Euro II 2016,2016,Petrol,Manual,Lahore,Silky Silver,Local,Hatchback,1060000.0,77000.0,796.0,,6,Suzuki,Mehran,9
Honda Vezel Hybrid RS Honda Sensing  2016,2016,Hybrid,Automatic,Islamabad,Premium Crystal Red Metallic,Imported,Crossover,6600000.0,133000.0,1500.0,,14,Honda,Vezel,9
Daihatsu Cuore CX Eco 2008,2008,Petrol,Manual,Multan,Gold,Local,Hatchback,1100000.0,136000.0,800.0,,2,Daihatsu,Cuore,17
Suzuki Baleno GTi 1.6 2000,2000,Petrol,Manual,Islamabad,Silver,Imported,Sedan,1190000.0,100000.0,1600.0,,11,Suzuki,Baleno,25
Suzuki Wagon R VXL 2015,2015,Petrol,Manual,Lahore,Solid White,Local,Hatchback,1920000.0,170000.0,1000.0,,9,Suzuki,Wagon,10
Daihatsu Cuore 2005,2005,Petrol,Manual,Punjab,White,Local,Unknown,1090000.0,185000.0,800.0,,2,Daihatsu,Cuore,20
Toyota Corolla Altis Automatic 1.6 2016,2016,Petrol,Automatic,Lahore,Super White,Local,Sedan,3900000.0,150000.0,1600.0,,14,Toyota,Corolla,9
Honda Vezel Hybrid X L Package 2015,2015,Hybrid,Automatic,Islamabad,Crystal Black Pearl,Imported,Crossover,4500000.0,250000.0,1500.0,,13,Honda,Vezel,10
Toyota Corolla GLi 1.3 VVTi 2020,2020,Petrol,Manual,Punjab,Grey,Local,Sedan,4400000.0,86000.0,1300.0,,11,Toyota,Corolla,5
Suzuki Bolan Cargo Van Euro ll 2016,2016,Petrol,Manual,Lahore,White,Local,Mini Van,1380000.0,56000.0,800.0,,2,Suzuki,Bolan,9
Toyota Fortuner 2.7 VVTi 2013,2013,Petrol,Automatic,Islamabad,White,Imported,SUV,6500000.0,106616.0,2700.0,,15,Toyota,Fortuner,12
Suzuki Mehran VX Euro II 2014,2014,Petrol,Manual,Peshawar,Graphite Grey,Local,Hatchback,1050000.0,1000.0,796.0,,3,Suzuki,Mehran,11
Suzuki Bolan VX 1997,1997,Petrol,Manual,Sialkot,Solid White,Local,Mini Van,490000.00000000006,12000.0,800.0,,1,Suzuki,Bolan,28
Toyota Vitz F 1.3 2002,2002,Petrol,Automatic,Karachi,Polar White,Imported,Hatchback,2200000.0,123.0,1300.0,,9,Toyota,Vitz,23
Toyota Corolla GLi Automatic 1.3 VVTi 2016,2016,Petrol,Automatic,Islamabad,White,Local,Sedan,3779999.9999999995,144000.0,1300.0,,11,Toyota,Corolla,9
Suzuki Mehran VX 2010,2010,Petrol,Manual,Lahore,Grey,Local,Hatchback,930000.0000000001,14446.0,800.0,,3,Suzuki,Mehran,15
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,Petrol,Automatic,Lahore,White,Local,Sedan,4550000.0,98000.0,1800.0,,14,Honda,Civic,8
Suzuki Alto VXR 2012,2012,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,1275000.0,108500.0,1000.0,,7,Suzuki,Alto,13
Suzuki Baleno JXL 2004,2004,Petrol,Manual,Sindh,Black,Local,Sedan,1019000.0,125000.0,1300.0,,10,Suzuki,Baleno,21
Daihatsu Mira X SA lll 2022,2022,Petrol,Automatic,Un-Registered,Maroon,Imported,Hatchback,3515000.0,28105.0,660.0,,13,Daihatsu,Mira,3
BMW 5 Series 530i 2004,2004,Petrol,Automatic,Sindh,Blue,Imported,Sedan,4250000.0,83400.0,3000.0,,17,BMW,5,21
Suzuki Bolan GL 2004,2004,Petrol,Manual,Sindh,White,Local,Micro Van,500000.0,10000.0,800.0,,0,Suzuki,Bolan,21
Toyota Vitz 2012,2012,Petrol,Automatic,Sindh,Grey,Imported,Unknown,2500000.0,91000.0,1000.0,,12,Toyota,Vitz,13
Suzuki Bolan VX Euro II 2022,2022,Petrol,Manual,Punjab,Solid White,Local,Van,1900000.0,32000.0,800.0,,2,Suzuki,Bolan,3
Suzuki Alto VXR (CNG) 2012,2012,Petrol,Manual,Islamabad,Grey,Local,Hatchback,1170000.0,100000.0,1000.0,,3,Suzuki,Alto,13
Suzuki Wagon R VXL 2021,2021,Petrol,Automatic,Sindh,Solid White,Local,Hatchback,2750000.0,75000.0,1000.0,,11,Suzuki,Wagon,4
Suzuki Every Wagon 2019,2019,Petrol,Automatic,Lahore,Black,Imported,Unknown,2600000.0,89160.0,660.0,,10,Suzuki,Every,6
Hyundai Santro 2005,2005,Petrol,Manual,Lahore,Silver,Local,Unknown,1250000.0,30000.0,1000.0,,7,Hyundai,Santro,20
Honda HR-V VTi-S 2022,2022,Petrol,Automatic,Lahore,White,Local,Crossover,6800000.0,26000.0,1500.0,,12,Honda,HR-V,3
Toyota Hiace 1992,1992,Petrol,Manual,Lahore,Blue,Imported,Unknown,1700000.0,100000.0,2800.0,,4,Toyota,Hiace,33
Toyota Corolla GLi 1.3 VVTi 2012,2012,Petrol,Manual,Lahore,Silver,Local,Sedan,2900000.0,1866.0,1300.0,,9,Toyota,Corolla,13
Suzuki Cultus VXLi (CNG) 2008,2008,Petrol,Manual,Islamabad,Graphite Grey,Local,Hatchback,1250000.0,90000.0,1000.0,,4,Suzuki,Cultus,17
KIA Sportage Alpha 2021,2021,Petrol,Automatic,Islamabad,Black,Local,Crossover,6600000.0,71900.0,2000.0,,13,KIA,Sportage,4
Toyota Land Cruiser 1991,1991,Diesel,Manual,Karachi,White,Imported,Unknown,4600000.0,125000.0,4200.0,,3,Toyota,Land,34
Suzuki Cultus VXR 2007,2007,Petrol,Manual,Lahore,Navy,Local,Hatchback,850000.0,49000.0,1000.0,,5,Suzuki,Cultus,18
Suzuki Cultus VXRi 2008,2008,Petrol,Manual,Sindh,Navy,Local,Hatchback,890000.0,180000.0,1000.0,,6,Suzuki,Cultus,17
Suzuki Mehran 2011,2011,Petrol,Manual,Islamabad,Grey,Local,Unknown,950000.0,40000.0,800.0,,3,Suzuki,Mehran,14
Toyota Passo G 1.0 2010,2010,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,2580000.0,100000.0,1000.0,,10,Toyota,Passo,15
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,2013,Petrol,Automatic,Islamabad,Taffeta White,Local,Sedan,3250000.0,12345.0,1800.0,,14,Honda,Civic,12
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,Petrol,Automatic,Islamabad,Taffeta White,Local,Sedan,5400000.0,109500.0,1800.0,,14,Honda,Civic,7
Suzuki Alto VX 2021,2021,Petrol,Manual,Un-Registered,Solid White,Local,Hatchback,2200000.0,85512.0,660.0,,5,Suzuki,Alto,4
Toyota Corolla 2.0D 2004,2004,Diesel,Manual,Peshawar,white,Local,Sedan,1550000.0,180000.0,2000.0,,11,Toyota,Corolla,21
Suzuki Potohar 1982,1982,Petrol,Manual,Multan,White,Local,Unknown,1350000.0,100000.0,1300.0,,0,Suzuki,Potohar,43
Toyota Corolla Axio X 1.5 2007,2007,Petrol,Automatic,Islamabad,Silver,Imported,Sedan,3000000.0,114000.0,1500.0,,12,Toyota,Corolla,18
Toyota Yaris Hatchback 1.5L SE+ 2022,2022,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,4800000.0,43000.0,1500.0,,11,Toyota,Yaris,3
Toyota Yaris Sedan ATIV CVT 1.3 2020,2020,Petrol,Automatic,Punjab,Attitude Black,Local,Sedan,3800000.0,96000.0,1300.0,,16,Toyota,Yaris,5
Mitsubishi Pajero Exceed 2.5D 1982,1982,CNG,Manual,Lahore,Blue,Imported,SUV,950000.0,100000.0,2000.0,,5,Mitsubishi,Pajero,43
Suzuki Khyber GA 1992,1992,Petrol,Manual,Lahore,White,Local,Hatchback,509999.99999999994,146655.0,1000.0,,3,Suzuki,Khyber,33
Suzuki Alto VXR AGS 2023,2023,Petrol,Automatic,Punjab,Solid White,Local,Hatchback,2645000.0,65000.0,660.0,,8,Suzuki,Alto,2
Daihatsu Mira L 2021,2021,Petrol,Automatic,Un-Registered,Silver,Imported,Hatchback,3295000.0000000005,39820.0,660.0,,14,Daihatsu,Mira,4
Daihatsu Tanto X Turbo 2021,2021,Petrol,Automatic,Islamabad,Red,Imported,Hatchback,3400000.0,34000.0,660.0,,10,Daihatsu,Tanto,4
Suzuki Mehran VX 2006,2006,Petrol,Manual,Sialkot,Snow White Pearl,Local,Hatchback,680000.0,123456.0,800.0,,2,Suzuki,Mehran,19
Toyota Passo X L Package S  2023,2023,Petrol,Automatic,Un-Registered,Marroon,Imported,Hatchback,4400000.0,10000.0,1000.0,,16,Toyota,Passo,2
Honda City 1.3 i-VTEC Prosmatec 2016,2016,Petrol,Automatic,Karachi,Black,Local,Sedan,3300000.0,111500.0,1300.0,,10,Honda,City,9
Nissan Dayz Highway Star X 2022,2022,Petrol,Automatic,Punjab,Black,Imported,Hatchback,3500000.0,10600.0,660.0,,11,Nissan,Dayz,3
Honda Civic VTi 1.6 1997,1997,Petrol,Manual,Gujranwala,White,Local,Sedan,894999.9999999999,217000.0,1600.0,,8,Honda,Civic,28
Honda City Aspire Prosmatec 1.5 i-VTEC 2018,2018,Petrol,Automatic,Lahore,Lunar Silver Metallic,Local,Sedan,3950000.0,85000.0,1500.0,,13,Honda,City,7
Suzuki Mehran VXR 2011,2011,Petrol,Manual,Punjab,Gray Metallic,Local,Hatchback,850000.0,100000.0,800.0,,4,Suzuki,Mehran,14
Toyota Corolla GLi 1.3 VVTi 2019,2019,Petrol,Manual,Lahore,White,Local,Sedan,4300000.0,238000.0,1300.0,,12,Toyota,Corolla,6
Nissan Dayz Highway Star S hybrid X pro pilot 2022,2022,Hybrid,Automatic,Un-Registered,White,Imported,Hatchback,4175000.0,3000.0,660.0,,15,Nissan,Dayz,3
Suzuki Bolan VX 2011,2011,Petrol,Manual,Punjab,Black,Local,Mini Van,700000.0,100000.0,800.0,,1,Suzuki,Bolan,14
Toyota Vitz F 1.0 2002,2002,Petrol,Manual,Lahore,Navy Blue,Imported,Hatchback,1780000.0,300000.0,1000.0,,10,Toyota,Vitz,23
Nissan Moco X Idling Stop Aero Style 2016,2016,Petrol,Automatic,Lahore,Snow White Pearl,Imported,Hatchback,2190000.0,91000.0,660.0,,14,Nissan,Moco,9
Daihatsu Cuore CX Eco 2002,2002,Petrol,Manual,Islamabad,Silver,Local,Hatchback,865000.0,298000.0,800.0,,2,Daihatsu,Cuore,23
Suzuki Wagon R VXL 2017,2017,Petrol,Manual,Lahore,White,Local,Hatchback,2250000.0,81000.0,1000.0,,8,Suzuki,Wagon,8
Daihatsu Mira G Smart Drive Package 2011,2011,Petrol,Automatic,Sindh,Black Mica Metallic,Imported,Hatchback,2450000.0,127000.0,660.0,,12,Daihatsu,Mira,14
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,Petrol,Automatic,Islamabad,Red,Local,Sedan,4650000.0,125000.0,1800.0,,14,Honda,Civic,8
Nissan Note MEDALIST 2017,2017,Electric,Automatic,Lahore,Dark Metal Grey,Imported,Mini Van,3979999.9999999995,129000.0,,,13,Nissan,Note,8
Toyota Vitz F 1.0 2011,2011,Petrol,Automatic,Karachi,Polar White,Imported,Hatchback,2300000.0,50000.0,1000.0,,12,Toyota,Vitz,14
Daihatsu Mira X Memorial Edition 2012,2012,Petrol,Automatic,Sindh,Pearl White,Imported,Hatchback,2060000.0000000002,149000.0,660.0,,14,Daihatsu,Mira,13
Honda City Aspire 1.5 i-VTEC 2013,2013,Petrol,Manual,Islamabad,Grey,Local,Sedan,3060000.0,107000.0,1500.0,,13,Honda,City,12
Haval H6 HEV 2023,2023,Hybrid,Automatic,Islamabad,Black,Local,SUV,11900000.0,36000.0,1500.0,,13,Haval,H6,2
Suzuki Wagon R VXR 2017,2017,Petrol,Manual,Lahore,Solid White,Local,Hatchback,2150000.0,158000.0,1000.0,,7,Suzuki,Wagon,8
Suzuki Bolan VX 1992,1992,Petrol,Manual,Punjab,Green,Local,Mini Van,750000.0,123450.0,800.0,,1,Suzuki,Bolan,33
Suzuki Cultus VXL 2019,2019,Petrol,Manual,Islamabad,White,Local,Hatchback,2720000.0,76000.0,1000.0,,13,Suzuki,Cultus,6
Mercedes Benz C Class C63 AMG 2012,2012,Petrol,Automatic,Karachi,Black,Imported,Coupe,16800000.0,69500.0,6200.0,,16,Mercedes Benz,C,13
Suzuki Alto VXR 2012,2012,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,1360000.0,123.0,1000.0,,3,Suzuki,Alto,13
Toyota Premio F 1.5 2004,2004,Petrol,Automatic,Lahore,Silver,Imported,Sedan,3100000.0,225000.0,1500.0,,11,Toyota,Premio,21
Suzuki Every Join 2017,2017,Petrol,Automatic,Gujrat,Bluish Black Pearl,Imported,Micro Van,1989999.9999999998,190000.0,660.0,,11,Suzuki,Every,8
Daihatsu Rocky G 2020,2020,Petrol,Automatic,Un-Registered,Black,Imported,Crossover,5500000.0,100.0,1000.0,,13,Daihatsu,Rocky,5
Toyota Corolla GLi 1.3 VVTi 2009,2009,Petrol,Manual,Lahore,Strong Blue,Local,Sedan,2450000.0,178000.0,1300.0,,10,Toyota,Corolla,16
Honda City 1.3 i-VTEC 2014,2014,Petrol,Manual,Punjab,Taffeta White,Local,Sedan,2800000.0,147000.0,1300.0,,13,Honda,City,11
Honda Vezel 2014,2014,Hybrid,Automatic,Islamabad,Maroon,Imported,Unknown,4800000.0,153000.0,1500.0,,0,Honda,Vezel,11
Honda HR-V VTi-S 2023,2023,Petrol,Automatic,Punjab,Black,Local,Crossover,7350000.0,9000.0,1500.0,,12,Honda,HR-V,2
Daihatsu Mira ES 2014,2014,Petrol,Automatic,Karachi,Yellow,Imported,Hatchback,2200000.0,89000.0,660.0,,11,Daihatsu,Mira,11
Nissan Dayz Highway Star G 2019,2019,Hybrid,Automatic,Un-Registered,Silver,Imported,Hatchback,3260000.0,74000.0,660.0,,17,Nissan,Dayz,6
Jeep Wrangler 1965,1965,Diesel,Manual,Lasbela,White,Local,Unknown,1900000.0,282.0,2000.0,,1,Jeep,Wrangler,60
Suzuki Bolan GL 2006,2006,Petrol,Manual,Mirpur A.K.,Solid White,Imported,Micro Van,850000.0,150000.0,800.0,,5,Suzuki,Bolan,19
Suzuki Mehran VX Euro II 2016,2016,Petrol,Manual,Punjab,Solid White,Local,Hatchback,1375000.0,62000.0,796.0,,5,Suzuki,Mehran,9
Toyota Prado TZ G 4.0 2010,2010,Petrol,Automatic,Karachi,White,Imported,SUV,18500000.0,106000.0,4000.0,,14,Toyota,Prado,15
Toyota Raize Z 2020,2020,Petrol,Automatic,Islamabad,White,Imported,Crossover,5600000.0,51000.0,1000.0,,20,Toyota,Raize,5
Toyota Vitz FL 1.0 2004,2004,Petrol,Automatic,Lahore,Bayou Blue,Imported,Hatchback,2050000.0,299000.0,1000.0,,11,Toyota,Vitz,21
Toyota Corolla GLi 1.3 VVTi 2008,2008,Petrol,Manual,Lahore,White,Local,Sedan,2350000.0,169000.0,1300.0,,10,Toyota,Corolla,17
Nissan Wingroad 2002,2002,Petrol,Manual,Sindh,Silver,Imported,Unknown,1650000.0,100000.0,1500.0,,0,Nissan,Wingroad,23
Suzuki Jimny JLDX 2012,2012,Petrol,Manual,Punjab,Pearl White Metallic,Local,SUV,3300000.0,128000.0,1300.0,,8,Suzuki,Jimny,13
Suzuki Mehran VXR Euro II 2018,2018,Petrol,Manual,Islamabad,White,Local,Hatchback,1420000.0,29000.0,800.0,,4,Suzuki,Mehran,7
Toyota Corolla GLi 1.3 VVTi 2011,2011,Petrol,Manual,Rawalpindi,Medium Silver,Local,Sedan,2800000.0,121000.0,1300.0,,9,Toyota,Corolla,14
Suzuki Mehran VX 1999,1999,Petrol,Manual,Lahore,Beige,Local,Hatchback,500000.0,200000.0,800.0,,0,Suzuki,Mehran,26
Toyota Passo X G Package 2019,2019,Petrol,Automatic,Islamabad,Beige,Imported,Hatchback,3750000.0,43200.0,1000.0,,13,Toyota,Passo,6
Suzuki Swift DLX 1.3 Navigation  2019,2019,Petrol,Manual,Lahore,Solid White,Local,Hatchback,2625000.0,78000.0,1300.0,,18,Suzuki,Swift,6
Suzuki FX GA 1988,1988,Petrol,Manual,Rawalpindi,White,Local,Hatchback,300000.0,100000.0,800.0,,0,Suzuki,FX,37
KIA Stonic 2023,2023,Hybrid,Automatic,Punjab,Gun Metallic,Imported,Unknown,8200000.0,20000.0,1000.0,,13,KIA,Stonic,2
Suzuki Mehran VXR 2009,2009,Petrol,Manual,Lahore,Snow White Pearl,Local,Hatchback,1000000.0,40000.0,800.0,,2,Suzuki,Mehran,16
Suzuki Alto Lapin X 2021,2021,Petrol,Automatic,Islamabad,Turquoise,Imported,Hatchback,3100000.0,38000.0,660.0,,20,Suzuki,Alto,4
Suzuki Jimny 2006,2006,Petrol,Manual,Islamabad,White,Imported,Unknown,3350000.0,105800.0,1300.0,,16,Suzuki,Jimny,19
Haval Jolion 1.5T 2024,2024,Petrol,Automatic,Punjab,Grey,Local,Compact SUV,8050000.0,38000.0,1500.0,,14,Haval,Jolion,1
Toyota Vitz F 1.0 2011,2011,Petrol,Automatic,Punjab,Silver,Imported,Hatchback,3150000.0,120000.0,1000.0,,13,Toyota,Vitz,14
Suzuki Cultus VXLi (CNG) 2007,2007,Petrol,Manual,Islamabad,Matalic Blue,Local,Hatchback,875000.0,17.0,1000.0,,7,Suzuki,Cultus,18
Toyota Corolla SE Limited 1997,1997,Petrol,Manual,Punjab,Black,Local,Sedan,1400000.0,300000.0,1500.0,,5,Toyota,Corolla,28
Toyota Vitz F 1.0 2008,2008,Petrol,Automatic,Karachi,White,Imported,Hatchback,2100000.0,244000.0,1000.0,,12,Toyota,Vitz,17
Suzuki Mehran VX 2008,2008,Petrol,Manual,Lahore,White,Local,Hatchback,730000.0,95000.0,800.0,,4,Suzuki,Mehran,17
Honda Grace Hybrid DX 2020,2020,Hybrid,Automatic,Islamabad,Platinum White Pearl,Imported,Sedan,4600000.0,170000.0,1500.0,,13,Honda,Grace,5
Suzuki Cultus VXL 2021,2021,Petrol,Manual,Islamabad,White,Local,Hatchback,3450000.0,33000.0,1000.0,,12,Suzuki,Cultus,4
Suzuki Swift DLX 1.3 Navigation  2020,2020,Petrol,Manual,Islamabad,White,Local,Hatchback,3454999.9999999995,82350.0,1300.0,,11,Suzuki,Swift,5
Toyota Town Ace 2008,2008,Petrol,Automatic,Karachi,White,Imported,Unknown,1950000.0,110000.0,1500.0,,6,Toyota,Town,17
Chery Tiggo 4 Pro DEX Plus 1.5T 2022,2022,Petrol,Automatic,Islamabad,Super White,Local,Crossover,5350000.0,36000.0,1498.0,,14,Chery,Tiggo,3
KIA Sportage Alpha 2020,2020,Petrol,Automatic,Sindh,White,Local,Crossover,5800000.0,53000.0,2000.0,,20,KIA,Sportage,5
Suzuki Cultus VXR (CNG) 2007,2007,Petrol,Manual,Lahore,White,Local,Hatchback,1230000.0,116000.0,1000.0,,3,Suzuki,Cultus,18
Hyundai Santro Club 2005,2005,Petrol,Manual,Sindh,Black,Local,Hatchback,890000.0,100000.0,1000.0,,2,Hyundai,Santro,20
KIA Sportage FWD 2022,2022,Petrol,Automatic,Punjab,White,Local,Crossover,6475000.0,65858.0,2000.0,,14,KIA,Sportage,3
Honda Civic 1.5 RS Turbo 2020,2020,Petrol,Automatic,Islamabad,Taffeta White,Local,Sedan,6600000.0,77000.0,1500.0,,15,Honda,Civic,5
Suzuki Mehran VXR Euro II 2019,2019,Petrol,Manual,Sindh,Solid White,Local,Hatchback,1275000.0,30056.0,796.0,,6,Suzuki,Mehran,6
Honda City i-DSI 2005,2005,Petrol,Manual,Punjab,Blue,Local,Sedan,1550000.0,160000.0,1300.0,,7,Honda,City,20
Toyota Raize Z 2021,2021,Petrol,Automatic,Islamabad,White,Imported,Crossover,6350000.0,38915.0,1000.0,,12,Toyota,Raize,4
Toyota Aqua G 2016,2016,Hybrid,Automatic,Punjab,Silver,Imported,Hatchback,4250000.0,113990.0,1500.0,,10,Toyota,Aqua,9
KIA Sportage FWD 2019,2019,Petrol,Automatic,Punjab,Fery Red,Local,Crossover,6000000.0,115000.0,2000.0,,14,KIA,Sportage,6
Toyota Corolla XLi VVTi Limited Edition 2013,2013,Petrol,Manual,Lahore,Attitude Black,Local,Sedan,2490000.0,188000.0,1300.0,,7,Toyota,Corolla,12
Suzuki Alto VXR 2020,2020,Petrol,Manual,Punjab,Silky Silver,Local,Hatchback,2100000.0,91000.0,660.0,,7,Suzuki,Alto,5
Suzuki Cultus VXRi 2011,2011,Petrol,Manual,Karachi,Graphite Grey,Local,Hatchback,1250000.0,96000.0,1000.0,,3,Suzuki,Cultus,14
Toyota Yaris Sedan ATIV X CVT 1.5 2021,2021,Petrol,Automatic,Karachi,Grey Graphite,Local,Sedan,4650000.0,940000.0,1500.0,,13,Toyota,Yaris,4
Toyota Sienta 2013,2013,Petrol,Automatic,Karachi,Silver,Imported,Unknown,2650000.0,117600.0,1500.0,,0,Toyota,Sienta,12
Daihatsu Charade CX 1986,1986,Petrol,Manual,Karachi,White,Imported,Hatchback,310000.0,100000.0,1000.0,,2,Daihatsu,Charade,39
Chevrolet Joy 1.0 2005,2005,Petrol,Manual,Punjab,Grey Mica Metallic,Local,Hatchback,800000.0,50000.0,1000.0,,9,Chevrolet,Joy,20
Suzuki Wagon R VXR 2020,2020,Petrol,Manual,Punjab,Solid White,Local,Hatchback,2400000.0,135000.0,1000.0,,7,Suzuki,Wagon,5
Suzuki Every 2012,2012,Petrol,Automatic,Okara,White,Imported,Unknown,1550000.0,50000.0,660.0,,0,Suzuki,Every,13
Daihatsu Move X SA 2 2018,2018,Petrol,Automatic,Karachi,Pearl White III,Imported,Hatchback,3400000.0,78000.0,658.0,,12,Daihatsu,Move,7
Suzuki Bolan VX Euro II 2016,2016,Petrol,Manual,Rawalpindi,White,Local,Van,1250000.0,50000.0,800.0,,2,Suzuki,Bolan,9
